bacteria_name,ph,temperature,density_hour_0,density_hour_1,density_hour_2,density_hour_3,density_hour_4,density_hour_5,density_hour_6,density_hour_7,density_hour_8,density_hour_9,density_hour_10,density_hour_11,density_hour_12,density_hour_13,density_hour_14,density_hour_15,density_hour_16,density_hour_17,density_hour_18,density_hour_19,density_hour_20,density_hour_21,density_hour_22,density_hour_23
Escherichia coli,7.2,46.5,44155.37166727758,55852.29375591008,46838.738929904415,53632.59819046366,54820.267904231696,54714.80046924598,48618.012740166014,42841.82460686887,52384.25498020422,51431.02624638195,50672.87742918011,42854.35353284243,48052.5242720861,50322.75743889144,47313.5946219216,39745.16482698551,38539.26620205438,44993.5578158556,34694.02030724133,36682.30219817674,35122.188451315546,34330.242036889314,37497.31921383718,38266.35554903033
Pseudomonas aeruginosa,5.7,24.2,136384.31035369495,161497.17649801073,169751.84025385213,148851.52896713003,117922.42793176712,164910.32467792535,157573.71240258723,111516.98354758408,134637.64615239698,137182.20619596454,140080.05522798386,147664.98847983687,145825.1197355503,134908.8648678257,134392.53123694155,129127.744509321,122802.12462244436,114716.42712111602,113700.91734008706,97443.0298647646,92753.34649848088,100399.16193835554,103907.70721259642,96278.85398354032
Pseudomonas aeruginosa,8.9,30.1,361238.17853916023,337918.967396346,291179.4733500416,362858.36223716766,334213.0453434645,348519.33252709045,307828.4552845227,327330.31338162976,243082.4256216589,294374.8906004455,292066.48058492155,291435.61046008597,279165.21173624514,286284.3816988763,240201.5320814238,294469.76107878186,254594.43783572284,248229.22147015465,269020.19541489106,239120.06790671725,280821.6085823363,240249.62841072012,232806.92940934777,199803.58714928772
Streptococcus pyogenes,9.8,27.1,454795.7253502091,379514.4669560295,400028.29917639337,375249.3302550043,346507.60007191583,352990.67214550875,373895.8447753284,304610.78976797283,312253.0595732808,343004.9119068341,318776.27601249027,323418.30853995035,322348.96395104716,304466.82653552317,306692.90215053404,375874.8826231217,262430.313040166,294639.2199114339,304793.65780158533,257981.52828652368,310971.9822614176,221439.65575747172,256476.28259291797,246381.24283811345
Escherichia coli,6.0,27.5,194625.05552392692,212378.87457027173,208131.29707886628,203968.67113728897,199889.29771454315,205230.4033265667,207116.0894981681,206471.378238494,202341.95067372412,200951.49879309692,196932.46881723497,200414.35277801083,196406.0657224506,202793.82846075812,198737.95189154297,194763.19285371207,190867.9289966378,222173.8596534442,266421.6655595916,344753.6640406055,396307.1062332291,441178.9707873306,541860.330942479,672829.030093565
Pseudomonas aeruginosa,6.6,20.4,333155.6327445729,337978.1479759449,331218.585016426,326438.60963801347,327918.6519017393,321360.27886370453,334305.8485214871,327619.73155105737,321067.33692003624,318798.105008883,312422.14290870534,310427.7887439538,325966.4510783655,319447.1220567982,321681.86298702506,349970.1875738697,342970.7838223923,336111.36814594443,329389.14078302553,331130.7172908283,324508.10294501175,323176.06058681075,326037.40867484926,335508.6739095582
Bacillus subtilis,8.1,34.0,148948.7082164741,146453.26736225898,161858.47064309643,158621.3012302345,155448.8752056298,152339.89770151718,204845.2033269451,367072.6359795655,615275.6076061538,1203034.269943516,2005711.3498895536,3445244.6356690666,5749510.97576669,10384776.809292397,17762902.587130647,33811172.06563269,59623472.7701475,435787227.8767383,430773103.26161,422157641.19637775,433063661.41943634,424402388.1910476,432243074.5949051,425467224.8618245
Pseudomonas aeruginosa,7.5,38.1,174117.09263249012,176649.64031024431,174482.01567524573,1247199.1542875816,11656839.484271524,105225351.8003435,745665287.0871841,759082904.9522457,774791895.0379982,759296057.1372383,748388447.3301977,750226015.1766425,743589063.7551831,763987090.9191908,748707349.100807,733733202.1187907,763038457.4138987,747777688.2656207,761409020.1224027,752081052.9377776,755325393.2877964,740218885.4220405,728747940.2755535,735070211.8769206
Pseudomonas aeruginosa,7.4,30.1,304371.15657790774,312854.88058929093,306597.7829775051,338897.3379814952,583071.3213853581,1018687.4217785083,1728212.217257697,2856774.0790781355,4775238.33151791,8177785.288196686,13980425.28725626,23119482.477123857,37606770.09860189,62278154.24824585,110395451.16708736,501287516.2464064,491261765.9214783,507357930.24419534,504546242.20037913,505455950.346514,508790294.1603927,498614488.2771848,507477102.6608808,509661399.2676226
Pseudomonas aeruginosa,7.3,34.8,374346.67281083297,366859.7393546163,452273.4288130481,2634038.6442405754,15407261.36162253,95339254.97878931,521086012.1390481,857884283.9334017,840726598.2547337,833968780.3066884,817289404.7005546,858025901.5654562,857402301.7828178,840254255.7471615,845464252.8565341,828554967.7994034,844804195.2102165,835361028.3131995,842417680.0840951,832011302.8377129,815371076.7809587,815387961.9397391,825778757.7297671,821102380.4983944
Escherichia coli,6.7,25.5,196285.060194653,192750.45119216057,214078.7169363791,209797.14259765152,213902.26343383815,209624.21816516135,205431.73380185815,201323.099125821,202193.61063785932,206801.5873212525,205586.16817875364,209346.3869818623,205159.45924222507,264319.64965478686,336850.29503458773,385087.21272272966,530455.946918074,607413.9183911632,727923.7227623451,1001891.0415235565,1158545.8510366424,1551141.7851430294,1747797.5845348658,2266882.2761940705
Escherichia coli,6.7,20.9,241948.38209426953,257587.0764306958,262426.38418553566,257177.85650182495,252034.29937178845,254982.0359538401,266701.76203295094,261367.7267922919,256140.37225644608,259778.1086186177,254582.54644624537,249490.89551732043,252931.97117958343,249319.084381462,251742.58809779465,246707.73633583877,255830.24137463243,250713.6365471398,262716.8713247067,257462.53389821257,252313.28322024833,247267.01755584337,245312.20344329975,240405.95937443376
Escherichia coli,4.8,28.0,364089.2939636123,427801.587047673,489489.85320798215,433227.54044643126,425318.2506809067,494010.1655315898,418035.5891832157,397941.3917823378,449393.7274383484,366246.0770958878,301300.8152118543,353179.4268230699,343190.9914155893,325457.26800090546,301029.55578337924,289411.5672589597,359896.6003013608,314296.9329017755,342563.7181067097,262616.7600860543,278567.4787674227,347806.7134929245,312104.4006524299,289116.99672991387
Streptococcus pyogenes,7.5,32.8,407321.0318678857,437697.8878821805,442611.8142559411,482079.9041273097,1107815.056680756,2508058.590108991,5929510.448529959,12175413.876008067,27033481.57114374,64624001.728459306,133130329.70490958,310912135.88110125,526839651.0469696,571751126.8000777,619388499.0284094,623536643.62193,611065910.7494913,613878504.6056675,601600934.5135541,595402969.0583029,596621789.2299372,595921092.8192573,598180665.5172349,599468090.4585277
Staphylococcus aureus,7.3,40.1,15068.935670413355,14844.788356489866,14787.587405431676,15057.355648282586,15044.552351200182,14943.955671479518,16320.989485288012,15994.569695582251,16178.859685174351,15855.282491470864,15538.176841641449,15970.246725703448,15650.84179118938,15965.230927768667,15645.926309213295,15333.007783029028,15464.317917169414,15982.63142608997,16869.926501786234,17678.261410751395,20507.34640452651,21140.22692694653,23809.762546413345,26132.36480871182
Bacillus subtilis,6.9,15.0,30031.933043139077,27294.549971004923,31528.023195704667,34174.510568731894,27983.944780600257,25417.485722643672,26504.35400579937,27441.024366926715,26669.05261754955,25601.592034644873,26304.320756111312,22475.044068010833,20555.42749955719,26750.60687918953,17948.34240078869,20442.40391955623,21731.648074621673,20280.99480194488,21891.545303126342,20969.45157882536,19290.083966132344,21135.28631842618,19875.379424601393,20180.683807964455
Streptococcus pyogenes,6.7,40.6,144983.516930869,146754.3182465864,147555.05193212096,150770.41964183567,159148.36515624594,292524.51713881746,500285.285232486,876146.7201413324,1611168.206599391,2894872.3496973477,5095798.111277999,8998025.863506433,15443104.327137103,27723402.534779083,51866028.68659469,90909071.4277898,399394168.0161097,391406284.65578747,398742590.52902144,400240237.7830682,395548238.5505465,407836186.57928,402347685.1744544,410265571.59017664
Bacillus subtilis,6.7,20.1,442163.4660807732,433320.19675915776,442564.7809321787,450327.6341812521,441321.0814976271,466939.9369864812,624663.8619164542,850674.3614789314,1007426.8254881476,1269798.5667886625,1822099.724473784,2413026.6028084485,2807748.5710569206,3925209.0777404527,4877386.136471749,6507827.471701074,8180050.696152367,498628020.3153118,508293143.5398033,503148606.9606643,511388343.7307904,529691734.5444005,519097899.85351247,537439052.8020881
Bacillus subtilis,7.4,41.9,222030.5939141868,217589.9820359031,221622.1550514716,217189.71195044217,212845.91771143329,220312.0303289829,215905.7897224032,269694.29580241395,512125.1518229447,884240.9867917817,1513027.6678105448,2699945.512796662,4952008.9256799165,8254343.013731236,14778751.446838342,25523535.76915524,46513514.58537062,80410942.03542516,138936033.06968337,371373171.00586057,378115109.55922174,388829755.0150867,392037908.8537565,384197150.67668134
Bacillus subtilis,9.3,27.8,148766.17080516936,125149.84003238972,123671.58528321209,119625.50580853644,123576.13397937593,123150.34324614018,123501.98747666155,92024.73809309858,112276.12339008786,125725.58950815098,102666.21692924584,92376.08134280036,110095.09997586872,86463.17149989032,92525.07614843348,90257.2721347674,77351.35645666617,82885.05536607096,87731.74959635163,79099.36101878122,101414.23703566883,83499.6268819847,84873.6500723836,102434.0711025611
Escherichia coli,5.5,25.3,411784.2542016764,459633.1258622167,435075.57994039136,358432.72067108157,437903.34056745854,390216.90274151065,319520.14516766585,336195.10243616364,335888.9969448554,367570.964680506,299452.82412965735,355326.5327582514,358913.6488397689,330354.55096423667,314366.8591490551,307462.0879947651,318103.5849930499,291924.79353056935,254894.49656787235,215947.87849248777,258887.62649417663,350544.3097525005,252244.5434194915,332797.33207099134
Bacillus subtilis,6.4,23.1,221555.39041360444,228776.2372521823,243866.51050319057,353940.17212816124,491171.83399101486,775102.5258798132,1096057.0002356058,1572206.4595480026,2431369.5325670666,3432898.595285453,5167749.326434596,7537714.484809402,10744400.644485775,15820590.91110806,558229559.6532418,584397106.2145264,572709164.0902358,593793701.2471583,590748306.3523159,578933340.2252696,578251505.313589,566686475.2073172,595874294.1267176,583956808.2441832
Streptococcus pyogenes,7.2,38.4,104083.04573073708,102001.38481612234,102200.80525865678,174082.86949631,552693.0557051542,1956163.4373914204,6671842.157247965,20012253.3763249,65700982.643343754,236753353.3722345,580978644.2062217,684097463.3857251,670415514.1180106,657007203.8356504,687561446.2873999,676007627.6566974,673160019.5772631,668247840.3125485,657899497.8560452,655815252.0711519,646287641.9816796,651802123.4271233,638766080.9585809,656802517.6817418
Escherichia coli,7.2,31.1,13985.605778425828,13705.893662857312,13568.501869481812,26254.75701502271,104535.96861271892,477256.9369440052,2097052.2082872456,8709544.17322051,36992015.67513576,163898166.2903101,688461487.3054752,760096895.2616273,782753063.2370658,783581466.8878366,776496096.2821923,760966174.3565485,769194497.802867,753810607.8468097,753913660.2240012,746793226.4010786,757485699.4701687,759055942.6884675,749582530.4098206,748554130.3453882
Streptococcus pyogenes,8.0,32.6,320980.8588578774,355438.5871851932,348329.81544148934,341363.21913265955,370690.3423052693,526213.6863046492,779211.4286540992,1094162.67189993,1571035.4276670865,2158475.4351693005,3052535.2353300154,4289265.818806599,5785926.334459828,8587888.106074959,12117177.473195247,17212992.718863983,416928088.2730364,415819757.4488624,413972365.28296137,412971356.2640511,413938079.94178295,414099226.22920847,411413533.7424485,420647800.22745824
Staphylococcus aureus,6.2,44.2,127922.54717404378,120529.21510807343,128157.5390736391,135334.67286474243,142050.23179520556,129288.69660196804,117368.95256477412,139454.37855760212,121548.84326854257,112147.40996193553,104200.65883299244,122060.00366490016,104939.98751419026,93592.52965075494,94056.10675213597,92033.67545314717,115763.700155304,100353.44512768331,101748.91632219472,85023.17480167722,86086.41393058942,74335.87475272815,89637.93649914672,90098.26842876471
Bacillus subtilis,6.7,38.2,480504.62804109586,488553.5730493928,617124.9405865511,1925343.9489110128,5167430.902292657,15703621.8317722,45102171.336944215,130656714.41312791,346490549.4635215,647107543.7824613,696979689.9931152,724959148.7449344,717846684.2145405,722071557.5335689,709202123.26127,710805610.0905133,708167600.7047307,707411588.396815,693263356.6288786,693012214.1609174,688632678.5520967,696026700.041197,702913457.6768013,704916765.491739
Bacillus subtilis,5.9,18.5,315375.2916702419,321883.9947838546,332215.63329063926,325210.7979245972,305525.43034757656,242097.3078733298,256239.26711142695,265376.5272386643,258551.13397414604,282219.9512752469,265078.04795878945,251437.91743547135,225051.84834145915,207558.5733975653,238176.9611571185,223536.6074476508,250251.20166550408,207057.0586682114,229539.7834626419,189591.2462222924,172859.15105186813,194350.28240471004,194031.3734123907,196238.05293216015
Streptococcus pyogenes,6.7,34.4,424003.39020095527,429405.0049681894,427909.1938295777,419351.00995298615,427562.24189566664,660462.9591795161,875119.5628641397,1277567.914528048,1942611.1090700948,2848975.4012680138,3978556.399120161,5963526.422975587,8661271.485782502,12794994.794627754,18590430.336680956,27447296.16658316,392913899.0795473,392304853.8412381,400823491.6433499,403813507.1657479,399703678.8579286,392151437.284938,405546239.34551495,410432570.15609026
Pseudomonas aeruginosa,9.9,41.3,348222.2649242299,332594.0352835756,321272.31599077035,339753.37347307184,371359.1585914632,341649.53681298543,329977.7338045116,344402.1859861462,309551.5270053945,290942.1442151148,301806.52508398,260251.7114029355,272832.1306572304,281073.14780938474,255545.82229723455,283886.50472372497,258625.27459456696,242866.5607960198,199994.39044519773,228830.79527918063,227481.66171915308,261393.3712311888,240980.9825531395,242127.2383164673
Escherichia coli,6.2,9.0,441412.6945737396,410325.8933713563,377243.90335635754,416707.5574350148,449568.6354830326,438965.9138573672,421986.210723409,386521.23222262994,336320.4487832349,348680.27058547054,364031.9696575522,385324.2954030118,423325.1561587417,422140.1892523934,296310.68636881316,384025.69937701913,343340.89821714093,348606.9665429984,252339.65123179503,289923.70111107983,289215.2940067694,252305.98951848553,274332.2374170247,223068.90328722773
Bacillus subtilis,7.3,42.3,311131.795961593,306127.18106737547,300004.63744602795,299399.0294844348,293411.0488947461,308941.58312702575,302762.75146448525,354634.9918986811,652108.633295445,1124439.9545417398,1868543.364173927,3312421.564142007,5888565.8536280375,10545149.153048294,17218449.41359417,30304909.16492123,51255810.703071505,91449343.69360346,164277509.5758196,361114108.8088585,368223230.8096875,373157295.7099167,373520583.4066099,370395823.3711034
Staphylococcus aureus,8.3,36.8,116908.5686595757,121176.7620235048,121104.68136915818,118682.58774177502,116642.84872695814,114309.99175241898,116587.16397789956,114855.73448179611,112558.6197921602,113392.33126280645,112970.79208026988,113087.26482671851,116071.36616519657,113749.93884189264,119960.20601941568,120293.29211654142,120498.62729867996,134316.37818873362,137985.28859082598,153965.0227470283,165701.35908003963,186007.44130380315,186280.68014457848,229591.54112345775
Bacillus subtilis,9.9,22.8,300551.85246710095,226123.5543659005,270952.62016855105,244018.7609320711,246987.2176226622,199369.901917565,240448.2147301226,217730.5307690115,213313.6714961189,214979.10551388664,200049.81932516437,216793.55397662104,223109.68743025055,183704.3254320914,158643.5128286499,185452.92535959085,190292.57806047183,186021.083479442,193863.08627546212,162390.50962945318,157021.12303508364,170136.37793745808,164209.83243988358,194316.2867519324
Escherichia coli,6.5,21.8,131140.44709263978,133622.23629891092,130949.7915729327,134981.94343751544,139167.44296987494,136384.09411047745,133656.4122282679,130983.28398370254,128363.61830402848,131454.5899792537,133983.61087648745,134595.38990116023,131903.48210313704,137909.4428233526,135151.25396688556,134125.83878026865,131443.32200466326,131513.5847739453,132157.68555263992,129514.53184158712,132212.3097058487,132940.27571296183,133393.122717216,132862.00880788933
Pseudomonas aeruginosa,6.6,22.5,36454.28515353171,35877.68370923912,35160.13003505434,35114.97131753961,35818.53708944174,35102.16634765291,34663.05845593499,34127.32076738702,33444.774352039276,35142.51615335734,34439.66583029019,33904.64720550537,35219.62273227521,36244.14651847685,35519.263588107315,34808.878316345166,34927.61508830798,34838.10962386714,34144.0552762794,35717.13725941978,35002.794514231384,36232.15112796274,39304.07599839851,43843.21703748247
Escherichia coli,6.4,21.0,136406.99365533557,133678.85378222886,138611.17420558556,138228.44468608024,149458.60232030644,146469.4302739003,143540.0416684223,143112.0287548881,144627.4034952718,141835.18682735364,142965.97899878997,140106.65941881418,142583.06606977733,139731.40474838178,136936.77665341416,134993.43894543772,141236.7869279452,145843.4580210071,142926.58886058695,140068.0570833752,139989.47668559046,137189.68715187864,140049.3974606551,137248.409511442
Streptococcus pyogenes,7.5,38.4,354121.1979186918,370019.2435636584,362618.85869238526,640794.1896008437,2199026.075649425,7395870.466884513,23364253.000946824,73022234.10109402,252803358.4231961,647897171.5806265,643644649.5393482,688179167.0843719,709666170.5574561,721611353.7770923,707179126.7015505,693035544.1675195,688081678.9674202,691457335.5543083,687523732.2278348,691964270.3790034,696080284.2851533,682158678.5994502,693751107.5264958,683678912.4701275
Bacillus subtilis,8.5,20.7,247729.81010029043,243462.07178520304,245210.33165793467,243723.914255742,238849.4359706272,239519.40306802688,243149.92120508105,238286.92278097945,240830.8222557092,240711.54009512192,248683.12505381735,243709.46255274105,238835.2733016862,239950.12591601163,247054.56437634164,245436.71532399172,240527.9810175119,242794.9636403711,249779.8289871452,244784.2324074023,254369.6773802456,260476.26185373787,277871.14168073284,284520.92408264347
Bacillus subtilis,7.2,26.3,106854.24873085496,108354.34646561478,392816.70046436146,1560571.8284872675,6197011.545827499,26122987.586105023,104049259.56583844,458138178.7025924,991957151.6624218,1047111488.9686809,1094698083.0709534,1087103172.91437,1065361109.4560826,1044053887.2669609,1041907399.9904504,1053677475.673718,1063310452.6161612,1042044243.563838,1021203358.6925614,1031545931.8898112,1028085247.9309244,1053193209.1738032,1032129344.990327,1012107320.7816782
Staphylococcus aureus,6.8,38.1,247655.5226148954,261882.5739447335,256644.92246583887,254280.94087705997,249195.32205951877,259101.27897890823,253919.25339933007,249807.62828564557,255949.14519290137,260702.2668937324,264152.53194181586,258869.48130297955,253692.09167691995,248618.24984338155,262349.0362609442,257102.05553572532,310586.96569734416,322861.4545469886,356850.06953338574,377926.6165998234,412434.5459519134,468857.6084935163,543180.7308217131,571830.4762779011
Pseudomonas aeruginosa,6.9,33.8,36876.05457159473,36138.533480162834,44104.79652653722,222531.01084603023,1173208.7874562694,6146857.354040412,31745005.613305576,168780066.9890019,750274131.729078,836705837.7616608,830105270.2986814,832261170.6958348,820597724.2796985,822410746.1666454,822566415.512934,817739097.8588097,823284928.9725392,821205752.0234473,810674802.8434534,808630007.7958817,792457407.6399641,793944111.0140356,794381946.7695847,788760654.605185
Staphylococcus aureus,9.1,19.6,116512.06125775256,110280.34023301923,94102.1633476909,90568.66314847024,111918.227415996,99729.07293181305,84897.56546487832,84804.09312671212,82522.86090638133,101561.52102606444,78525.42698471213,71240.67169644497,79175.25193482604,91181.25557914464,78322.4880720096,85415.92872666121,84076.16398942476,74379.07706493392,69437.83755011401,72505.64390190603,65285.89416508393,63385.22227515816,66002.49270965374,73214.22108546492
Bacillus subtilis,6.8,42.2,163982.05669274594,160702.41555889102,157488.3672477132,154338.59990275893,158673.0728494317,156013.52576425666,158123.48249011236,231986.70247093437,447581.84158207086,788468.9593585231,1336953.8837181716,2490506.5351927327,4325370.426983608,8149699.610117723,14407127.735488322,28398713.68682437,46033265.43930382,87931946.73273033,385194388.30770034,389508633.60847056,381718460.9363011,385952286.1363424,388340133.7176019,380573331.04324985
Bacillus subtilis,7.6,29.0,350623.0166977217,358778.9603593141,1053008.7237282265,5539830.781523497,30637654.19023871,172221272.20684034,778388763.4900596,924405820.9595596,905917704.5403684,938936102.08721,920157380.0454656,901754232.4445564,885950348.0811095,934241792.0172604,941739598.155656,922904806.1925428,913925687.7548192,907690046.9028645,921555556.7603588,903124445.6251516,923005363.1913668,956590999.2019408,937459179.217902,930965379.970178
Pseudomonas aeruginosa,4.1,34.5,450355.03399307205,438110.2399079173,507341.5986959716,501509.615230531,412999.84667419066,376727.7138568457,396091.7350706837,404062.42562051606,405481.4823298105,282431.6197111453,278344.5918270538,380112.70934586634,382214.0175559217,304529.8324738046,340286.1617163442,385323.6560898032,300846.967418354,383673.7356545805,289553.90849770274,323113.9265663672,228590.46806814623,304482.9346266369,302285.16978638415,299540.67183100677
Bacillus subtilis,8.1,25.3,328785.14471469354,349378.51555418427,342390.9452431006,335543.12633823854,342387.6983636282,335745.0613019514,343406.746415094,409370.998876145,532877.2884328113,730129.7427139217,937190.9952015774,1188527.8821014613,1536297.6277973556,2075899.0397637924,2648307.7849045475,3355202.7298918916,4965138.656375931,6194231.430787969,395988358.5350112,398614082.3357992,396700088.2083062,402476482.73999006,394426953.08519024,386538414.0234864
Staphylococcus aureus,7.0,44.0,23697.913218776688,24365.02342882607,23877.722960249543,24123.604120433374,23811.187814089564,24395.074947997615,23907.173449037666,23429.02998005691,22960.44938045577,22501.240392846656,24733.124355297237,24238.46186819129,23753.692630827463,23278.618778210912,22813.046402646694,22991.436013628987,24115.81147030499,23873.681126848507,23608.78598852012,23136.610268749715,24367.868775092247,23880.511399590403,23402.90117159859,23402.74111920933
Streptococcus pyogenes,4.5,30.2,327254.2632099767,360308.2546316916,270877.67069888243,259126.4860900168,293635.47384047357,269312.7733380389,310925.6538195575,281368.4847007196,252313.57867308185,278873.749575857,312963.70532870485,246539.4010202596,271673.0401791153,250886.41381334665,289527.6544030046,233823.85761946873,241649.88588117895,250742.64656161403,239478.20208158065,195399.0152731244,223603.81885175133,250996.36285071424,204529.33402129964,236024.92650645695
Streptococcus pyogenes,6.7,33.3,231387.80326218088,228821.63397256445,230102.90745398065,232735.94900236576,236297.5603436159,346496.2668351578,468957.067469014,688843.4093897158,959672.5132435226,1395933.38339488,1991110.272515745,2701461.5265833754,3695460.676744477,5078642.608736772,7726405.128564935,11177102.56069336,393234323.02269906,392003587.78399336,396505080.81964767,396199951.0679593,407652888.5165099,399499830.74617976,406595136.572082,398463233.8406403
Bacillus subtilis,7.5,47.2,490100.8086156585,480298.7924433453,470692.8165944784,474601.939635325,499610.834316585,528105.3869405066,517543.2792016965,507192.41361766256,497048.5653453093,487107.5940384031,508211.64885025646,498047.41587325133,503179.34035942145,493115.753552233,483253.4384811883,511265.649906057,501040.33690793585,491019.5301697771,481199.1395663816,495009.9079772075,570343.5400762415,639564.0791632631,845804.1196061154,946912.6257242488
Escherichia coli,7.0,35.9,424626.78298226855,424280.1418460276,443010.0643341228,3469224.6132094767,26925180.1595773,204633463.6575448,950636515.2848488,968617585.3739884,958997241.2934492,1018790033.5841576,998414232.9124744,1043031807.0193044,1031374187.0827636,1010746703.3411084,1004453861.960464,993285919.8580476,1005985663.0067914,999507167.9220386,993526262.8530936,977977408.9312924,1014129728.6868676,1000314673.6970128,981807689.5260108,996496369.660426
Staphylococcus aureus,5.6,17.5,529381.538250537,489963.55039505934,473993.8872177473,422524.454428986,490329.96147498785,429439.23471785174,459644.1276319766,429770.3128214447,396288.27885505994,465714.99292551813,392002.71671999927,387805.62251555774,353393.24178608705,304572.3833546948,356435.9251607313,347148.74908041494,394565.666608974,267710.1181256345,313272.4401908371,285822.7275124643,326188.99968269136,374499.00887158915,285643.58533607307,287527.40569635504
Bacillus subtilis,8.0,40.0,423131.31188091275,435694.09837082337,435262.6648416084,442471.8458237582,433622.40890728304,424949.96072913735,416450.9615145546,411149.4224765675,402926.4340270362,497413.0070977113,741248.3873240497,1207612.9087265313,1751719.8653118303,2749656.4375034957,4360668.223931791,6159614.194424688,10238371.79789569,15512625.827652091,24265474.33365834,36892393.210448,54643192.755261704,300937909.1654979,319218203.5206054,315781003.63102597
Streptococcus pyogenes,4.1,34.7,443107.42881584674,432201.9682143947,431445.5258288229,448674.69525592704,349839.697443997,352074.9489668084,380078.8792402943,357884.65059287683,393522.9421708017,348335.76322527113,319065.9823903467,386569.003810923,301946.87694715406,298703.2978594245,310604.367626144,326022.8673599213,316168.70800859184,308096.5398929585,257293.15188932547,293055.93661937653,312820.816452469,288536.99768952554,274407.75092380657,297148.7208601319
Staphylococcus aureus,5.0,19.8,376116.810680736,400717.13210322626,345891.7049895708,313067.94820566016,327794.54911014903,328617.5571351374,363401.6433812517,312736.9580905425,306265.2767080764,253503.07294560413,285199.70415156335,300482.11780420004,324617.49168272916,236998.0717333458,247308.57961168705,261475.60182991708,293883.7900791823,218132.03532724295,281104.1809829746,224502.4782948073,239715.33094153585,251318.292577795,202875.04605938992,196133.92053421677
Pseudomonas aeruginosa,7.5,26.8,354632.07978756685,347539.4381918155,344557.41653678066,337666.26820604503,345312.2602905932,356612.68450369936,349480.4308136254,342490.8221973529,335641.0057534058,361234.04362574,383762.4415007807,469985.61587638455,619738.236111112,770194.8652714372,1038406.934057055,1290809.0133169135,1687895.7563545324,2074294.9577056577,2655488.3249140377,3313484.2603903627,4486861.576748124,5478632.255371816,329268793.57017064,333391807.1815666
Bacillus subtilis,8.3,16.4,219119.58980206665,214737.1980060253,218162.4872373499,213799.23749260293,223042.45285542705,223340.21575271053,218873.41143765632,225572.3489151077,221060.90193680557,216639.68389806943,232112.31519584465,227470.06889192772,222920.66751408915,222604.8427918648,218152.74593602752,221075.3158599903,218844.4086450459,214467.520472145,221997.06940446037,227649.46965262695,226144.1524803024,245469.2978924058,247811.87836343495,258595.79181790905
Staphylococcus aureus,8.2,39.7,331317.45810008555,349220.7829408843,354235.33177592175,347150.6251404033,340207.6126375952,338147.0013768903,342995.79926766356,336135.8832823103,329413.16561666405,339200.5957683844,346151.33521746064,339228.30851311143,339696.6593795261,336892.67201484356,346160.9647076264,339237.74541347387,332452.99050520436,345636.5030361387,338871.9703886268,332094.53098085424,345958.09602687886,350726.3657219999,343711.8384075599,336837.6016394087
Pseudomonas aeruginosa,7.8,29.9,396363.74240624567,408503.61360125424,400333.54132922913,403552.1865668979,439959.1783519027,431159.9947848647,422536.7948891674,414086.05899138405,422974.75921601395,484930.3371360414,618602.4082248758,914917.7150510784,1287123.6661271686,1839942.8436353125,2615578.996893625,3414178.510079787,5297859.323090135,7252325.726506471,9751068.44420311,13398945.540759971,19469688.4552998,348338434.6232995,352192284.7995423,359314822.89536
Pseudomonas aeruginosa,7.0,12.1,138164.3854926095,137863.86058256775,128327.61064616858,135226.00554403677,119575.06853724824,124604.08135900769,108234.20192045756,115064.32634330109,114858.05737874912,114787.34260637642,102744.5518990768,94893.1828227305,108130.85114878116,113872.84224028458,86154.67263986231,86265.2869156465,99473.39796700342,81671.96026038841,76759.72334365082,75454.30370239515,99935.07426522025,72907.89987164312,76587.31849410305,80164.58133527999
Bacillus subtilis,8.1,44.6,499915.5754248514,492209.5051788828,482365.3150753051,504356.1493840997,509410.54895749904,499222.33797834907,490268.12547174457,480666.6158479477,471057.8831565907,485128.98454399,497132.42539875576,506914.2757598658,499542.7438166646,495483.99100361584,509848.7879864776,499651.812226748,489658.7759822131,487970.1142054094,478210.7119213012,474977.6868971748,573936.7934338154,664867.604663394,870273.9283198754,1012959.5364577224
Staphylococcus aureus,7.9,56.4,340325.46038965887,332942.72370858566,384340.8344445601,254573.823556006,315523.5148235106,287805.4504032894,339827.50724799756,289460.99383264227,247913.69048675324,232328.82494562748,231546.58335276553,300704.6274944765,257996.07253862845,289858.3934449521,214440.40074841352,216936.46096502364,250609.60781700184,235693.4278386198,204373.95042333164,213719.5004094387,207139.3008841804,214640.4928039085,205101.58607354912,236445.40535521705
Escherichia coli,7.9,24.9,142022.81235718477,142180.55115296185,139762.45108694784,142047.9443049719,139206.98541887247,137626.39738555014,134873.86943783914,138081.76786508178,144756.95473501057,141861.81564031035,140742.6299579717,138038.43134386014,135277.66271698294,134631.2795840107,141229.50332561767,138404.91325910532,135636.8149939232,147268.47752752993,144323.10797697934,141436.64581743974,138607.91290109095,135835.75464306914,133883.52397365952,135213.03765899097
Pseudomonas aeruginosa,7.5,35.8,97092.53324853446,95150.68258356376,96504.74534272747,504018.21818488266,3680770.256724106,23664911.940980792,168722951.3464975,693529894.479637,727705501.0860051,745246879.1420496,784296994.4917337,768611054.601899,758727538.1855451,777202867.0577974,764486410.4621078,749196682.2528656,734212748.6078082,772407991.0115722,772097920.4547712,777200468.293871,761656458.9279937,765152590.218597,782473647.5778791,768488283.7311726
